player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
TJ OCONNOR,76,CHC,5/15/2023,1600,BOA,home,regular,2,2,3,1,1,0,0,0,1
LARRY GRIFFITH,19,BAL,6/24/2023,1500,PHP,home,regular,2,2,4,2,0,0,0,1,1
BARRY BUSH,61,SEA,5/11/2023,1300,PHI,home,regular,1,1,2,1,0,0,0,1,0
TJ FLEMING,34,BKN,8/24/2023,1300,PHA,home,regular,1,1,2,1,0,0,0,0,1
BARRY WOOD,97,OAK,4/30/2023,1300,ANA,away,regular,4,3,7,1,2,0,1,0,3
TJ LIVINGSTON,62,CHC,4/27/2023,1300,CHO,away,regular,2,1,4,1,0,0,1,0,2
WALKER KOCH,89,TB,8/2/2023,1400,CLE,home,regular,4,3,7,2,1,1,0,0,3
JAMES BREWER,86,PHB,7/16/2023,1300,BOR,home,regular,1,1,1,1,0,0,0,0,0
BILL JONES,92,CHI,6/7/2023,1200,PHB,away,regular,2,1,4,2,0,0,0,0,2
JAMES BENTON,35,SF,4/17/2023,1500,CHO,home,regular,0,0,4,0,0,0,0,1,3
MARTIN CAMACHO,14,COL,6/1/2023,1800,COL,away,regular,1,1,2,1,0,0,0,0,1
BOB HOUSTON,77,SD,4/24/2023,1500,MIN,home,regular,0,0,3,0,0,0,0,0,3
JACKSON ZAVALA,30,NY,8/15/2023,1400,PHA,home,regular,3,1,7,2,1,0,0,1,3
JOHNNY MACDONALD,39,NY,9/21/2023,1600,WSH,home,regular,1,1,2,1,0,0,0,1,0
WILLIAM ROMERO,51,BOR,6/22/2023,1600,LA,away,regular,2,1,5,1,1,0,0,0,3
BILL BERGER,61,OAK,8/28/2023,1300,TEX,away,regular,1,1,3,1,0,0,0,0,2
BOB BOOTH,18,TOR,9/2/2023,1500,BOU,home,regular,2,1,2,0,1,0,1,0,0
ADAM NOVAK,93,STL,9/21/2023,2000,BOS,home,regular,1,1,5,1,0,0,0,1,3
BARRY BARR,41,CHO,10/31/2023,1300,BOR,home,postseason,2,2,3,0,2,0,0,0,1
WALKER GATES,62,WSH,5/15/2023,1900,AZ,home,regular,1,1,3,1,0,0,0,0,2
BILLY HUFF,1,CIN,8/14/2023,1700,CLE,away,regular,2,1,2,0,1,0,1,0,0
WALKER BERNARD,19,FLA,10/29/2023,1900,MIL,home,postseason,2,1,4,1,0,0,1,1,1
JAKE KAUFMAN,95,NY,5/10/2023,2000,CAL,home,regular,3,2,4,0,0,0,3,0,1
LARRY HOUSTON,30,NYM,10/12/2023,1200,PHI,home,postseason,1,1,2,1,0,0,0,0,1
GARY PRATT,97,SLC,9/5/2023,1800,NYM,away,regular,0,0,1,0,0,0,0,0,1
THOMAS ROJAS,84,TOR,10/20/2023,1900,COL,home,postseason,1,1,2,1,0,0,0,0,1
BOB RIVERA,51,BOU,6/26/2023,1800,FLA,home,regular,3,2,3,2,0,1,0,0,0
JOHNNY FLETCHER,76,BOD,5/1/2023,1300,TOR,home,regular,1,1,1,1,0,0,0,0,0
MARTIN CUNNINGHAM,5,BKN,7/16/2023,1300,COL,home,regular,2,1,3,0,0,0,2,1,0
RODRIGO MOON,83,TB,5/5/2023,2000,PHA,home,regular,1,1,2,1,0,0,0,0,1
EVAN PETERSON,71,FLA,7/5/2023,1200,OAK,home,regular,1,1,5,1,0,0,0,1,3
BILL KAISER,41,NYM,7/16/2023,1900,BOS,home,regular,0,0,1,0,0,0,0,1,0
BILLY MCDOWELL,95,NYH,4/5/2023,1300,PIT,home,regular,3,3,4,2,1,0,0,0,1
WILLIAM WILSON,5,AZ,10/15/2023,2000,TOR,away,postseason,1,1,5,1,0,0,0,1,3
WALKER BUSH,32,CIN,5/13/2023,2000,MIA,away,regular,1,1,5,1,0,0,0,1,3
WALKER BLAKE,69,KC,10/1/2023,1200,WSH,away,regular,1,1,1,1,0,0,0,0,0
LARRY BOYER,28,AZ,8/12/2023,1200,NY,away,regular,1,1,2,1,0,0,0,1,0
GARY RIVERA,75,WSH,8/8/2023,2000,CAL,away,regular,1,1,3,1,0,0,0,1,1
LARRY SNYDER,34,HOU,8/27/2023,2000,CHO,away,regular,5,2,7,1,2,0,2,1,1
TJ HICKMAN,67,DET,6/18/2023,1900,CAL,away,regular,2,1,5,0,0,0,2,1,2
TJ WANG,46,NY,7/12/2023,1900,SEA,home,regular,2,2,4,1,0,0,1,1,1
GARY MELENDEZ,96,CWS,10/1/2023,1800,LAD,away,regular,0,0,2,0,0,0,0,0,2
JACOB HARRISON,35,SF,10/7/2023,1900,OAK,home,postseason,2,2,5,2,0,0,0,0,3
JAKE STEVENSON,36,KC,9/13/2023,1700,PHI,home,regular,3,3,4,1,2,0,0,1,0
EVAN HOLLAND,3,AZ,6/24/2023,1700,ATL,away,regular,2,1,3,1,1,0,0,1,0
BILLY COOKE,85,MIL,9/27/2023,1700,TB,away,regular,1,1,2,1,0,0,0,0,1
WILL BERGER,53,PHB,7/22/2023,1300,CIN,away,regular,0,0,0,0,0,0,0,0,0
WALKER HOLDEN,2,KC,10/17/2023,1400,TEX,home,postseason,0,0,3,0,0,0,0,0,3
JOHNNY FIGUEROA,40,SD,10/13/2023,1400,PIT,away,postseason,1,1,2,1,0,0,0,0,1
WALKER JARVIS,62,TEX,9/25/2023,1800,PHB,away,regular,1,1,2,1,0,0,0,1,0
BOB KHAN,4,BOU,9/15/2023,1800,CHO,away,regular,1,1,3,1,0,0,0,0,2
ADAM DILLON,54,FLA,5/6/2023,1900,WSH,home,regular,2,1,3,1,1,0,0,1,0
WILLIAM KELLY,98,MIN,9/1/2023,1900,CLE,away,regular,4,4,6,2,0,0,2,1,1
JACKSON OBRIEN,80,CAL,5/24/2023,1500,MTL,home,regular,2,1,2,2,0,0,0,0,0
BILLY ZUNIGA,54,CHO,10/3/2023,1400,WSH,away,postseason,0,0,3,0,0,0,0,0,3
JAMES MONTES,89,PHA,5/23/2023,1200,BOR,away,regular,1,1,3,1,0,0,0,1,1
WILL COLE,45,NY,10/25/2023,1800,PIT,home,postseason,1,1,3,1,0,0,0,1,1
JACKSON CALDWELL,87,CAL,5/9/2023,1900,WSH,home,regular,1,1,3,1,0,0,0,0,2
MARTIN SHEA,21,ATL,9/14/2023,1600,NYY,away,regular,1,1,3,1,0,0,0,0,2
WALKER DELGADO,94,TB,9/12/2023,2000,MIL,home,regular,1,1,1,1,0,0,0,0,0
JAKE CHANDLER,57,NY,7/9/2023,1300,OAK,home,regular,1,1,3,1,0,0,0,0,2
WILLIAM REYES,43,SD,6/17/2023,1200,SLB,home,regular,1,1,4,1,0,0,0,0,3
TJ WALTER,59,AZ,7/6/2023,2000,BOD,home,regular,2,2,4,2,0,0,0,0,2
TJ PADILLA,36,CIN,4/3/2023,2000,PHA,home,regular,4,2,5,1,2,1,0,0,1
BILLY MARSH,7,AZ,9/24/2023,1700,LA,home,regular,1,1,2,1,0,0,0,0,1
THOMAS MACK,6,CWS,9/6/2023,1500,ANA,home,regular,1,1,4,1,0,0,0,0,3
RODRIGO LARA,44,NYG,10/11/2023,1300,MTL,away,postseason,1,1,4,1,0,0,0,0,3
WILLIAM CHURCH,69,PHA,6/5/2023,1900,HOU,away,regular,1,1,4,1,0,0,0,1,2
JOHNNY RANGEL,50,BAL,8/19/2023,1600,LA,away,regular,2,1,3,1,1,0,0,1,0
MARTIN TRUJILLO,70,SD,8/21/2023,1500,HOU,away,regular,4,2,4,2,2,0,0,0,0
WILL VALDEZ,35,NYG,10/3/2023,1300,BOU,away,postseason,2,1,2,1,0,0,1,0,0
GARY GALVAN,71,CHC,5/21/2023,1400,CWS,home,regular,1,1,4,0,1,0,0,0,3
LARRY SHEA,81,BOR,7/31/2023,1800,OAK,away,regular,1,1,3,1,0,0,0,0,2
RODRIGO CHRISTENSEN,1,PHI,9/23/2023,1200,ATL,away,regular,1,1,3,1,0,0,0,1,1
MARTIN CLINE,65,BKN,5/9/2023,1600,STL,home,regular,2,1,3,2,0,0,0,0,1
GARY HARRISON,9,CHI,5/10/2023,1400,LA,away,regular,2,2,3,1,0,0,1,0,1
TAYLOR HOWE,86,PHI,5/28/2023,1500,STL,home,regular,3,3,4,2,0,0,1,0,1
JAKE NEAL,18,BOS,5/7/2023,1400,BAL,away,regular,0,0,1,0,0,0,0,0,1
BILLY STEVENSON,66,BOU,8/18/2023,1900,ANA,away,regular,2,1,3,1,1,0,0,0,1
BOB KIRK,46,NYM,10/24/2023,1900,MTL,away,postseason,1,1,4,1,0,0,0,0,3
BARRY DELGADO,90,SD,6/2/2023,2000,SEA,home,regular,0,0,0,0,0,0,0,0,0
WILL DURHAM,25,PHP,6/18/2023,1900,BSN,home,regular,1,1,3,1,0,0,0,0,2
RODRIGO BELL,24,MTL,7/9/2023,1300,SD,away,regular,1,1,2,1,0,0,0,0,1
TAYLOR ROSE,47,MIN,7/26/2023,1800,OAK,away,regular,1,1,1,1,0,0,0,0,0
MARTIN DYER,8,CWS,10/30/2023,1700,CAL,home,postseason,1,1,2,1,0,0,0,0,1
JACKSON BISHOP,8,BOD,4/4/2023,1700,COL,away,regular,1,1,1,1,0,0,0,0,0
JAMES MORGAN,26,BAL,5/31/2023,1200,ATL,home,regular,1,1,4,1,0,0,0,0,3
BOB MCINTOSH,8,NYG,6/4/2023,1500,SLB,away,regular,2,2,2,1,0,1,0,0,0
MARTIN WOODWARD,3,BOD,6/3/2023,1700,CAL,home,regular,1,1,3,1,0,0,0,0,2
BILLY MOODY,77,MTL,9/4/2023,1400,SEA,home,regular,1,1,2,1,0,0,0,0,1
JACKSON RICHARDSON,47,ATL,4/9/2023,1300,BOS,home,regular,1,1,2,1,0,0,0,0,1
JAKE GARDNER,75,BOS,5/27/2023,1700,HOU,home,regular,3,3,4,1,0,0,2,1,0
WILLIAM COLLINS,73,KC,5/28/2023,1800,STL,home,regular,1,1,3,1,0,0,0,0,2
JAKE MAYO,39,MIL,9/18/2023,2000,BOU,home,regular,1,1,4,1,0,0,0,0,3
JACOB SEXTON,8,NYM,4/3/2023,1500,SEA,home,regular,3,1,4,1,2,0,0,1,0
ADAM LUNA,69,MIL,8/13/2023,1400,BOR,away,regular,1,1,1,1,0,0,0,0,0
JACOB HUNT,84,MIL,3/31/2023,1900,SEA,away,regular,1,1,2,1,0,0,0,0,1
ADAM MOON,84,CIN,9/9/2023,1200,LAD,away,regular,1,1,3,1,0,0,0,1,1
ADAM HORTON,99,PHP,6/5/2023,1800,MIN,home,regular,1,1,3,1,0,0,0,0,2
WILL FLOYD,8,HOU,9/11/2023,1900,PHI,home,regular,3,2,4,2,0,0,1,1,0
JAMES CHANDLER,81,COL,7/18/2023,1200,CIN,away,regular,3,2,4,0,0,0,3,0,1
WILLIAM HOLT,51,DET,7/4/2023,1500,BKN,away,regular,2,1,3,2,0,0,0,1,0
ADAM VASQUEZ,23,SD,10/17/2023,1300,BOU,away,postseason,2,1,3,1,1,0,0,0,1
JAMES FLOYD,57,NYG,9/9/2023,1300,BOR,away,regular,1,1,5,1,0,0,0,1,3
JACOB QUINN,61,BOR,6/13/2023,2000,BOD,away,regular,1,1,4,1,0,0,0,0,3
TAYLOR KELLER,56,FLA,5/23/2023,1900,AZ,away,regular,1,1,2,1,0,0,0,1,0
JAKE LEVY,65,MIA,9/25/2023,1700,CIN,home,regular,1,1,3,1,0,0,0,0,2
GARY NOLAN,37,CIN,8/16/2023,1300,NYH,away,regular,1,1,1,1,0,0,0,0,0
JOHNNY SHIELDS,13,BOU,5/25/2023,1500,NYY,away,regular,0,0,0,0,0,0,0,0,0
JAMES CARRILLO,54,PHP,10/4/2023,1700,BOS,home,postseason,3,3,7,1,2,0,0,1,3
BOB PARKS,3,MIL,9/1/2023,1800,LAD,away,regular,1,1,2,0,1,0,0,1,0
GARY WHITEHEAD,35,CHO,6/14/2023,1800,NYY,away,regular,2,2,4,1,0,0,1,0,2
JAKE KENNEDY,10,NY,10/9/2023,1500,DET,home,postseason,3,3,6,1,0,0,2,0,3
BILLY OCHOA,28,PIT,4/22/2023,1300,MIA,home,regular,4,4,6,1,0,0,3,0,2
GARY SAWYER,3,TEX,7/14/2023,1400,PIT,home,regular,1,1,2,1,0,0,0,1,0
TJ GOULD,97,BSN,7/12/2023,1700,FLA,home,regular,1,1,2,0,0,1,0,0,1
JOHNNY YORK,73,PHB,9/12/2023,2000,SD,home,regular,1,1,4,1,0,0,0,1,2
TAYLOR ESCOBAR,5,CHC,8/22/2023,1200,WSH,away,regular,1,1,3,1,0,0,0,1,1
LARRY ROACH,48,CHI,10/8/2023,1700,NYY,away,postseason,1,1,1,1,0,0,0,0,0
BILLY NOBLE,8,BOS,4/4/2023,1500,COL,away,regular,2,1,3,1,0,0,1,0,1
TJ KANE,50,KC,10/6/2023,1600,BOD,away,postseason,2,2,4,1,0,1,0,0,2
WALKER DICKERSON,96,PHB,7/20/2023,1600,ANA,home,regular,1,1,1,1,0,0,0,0,0
JAMES KAUFMAN,35,MIN,8/10/2023,1300,BSN,home,regular,1,1,4,1,0,0,0,0,3
THOMAS HUGHES,56,BOS,6/14/2023,1400,CLE,home,regular,2,1,5,1,1,0,0,0,3
JAKE YATES,80,CHC,5/13/2023,1800,ANA,home,regular,2,2,5,1,1,0,0,1,2
TAYLOR WEBB,0,SLB,7/24/2023,1800,PHB,home,regular,2,1,3,1,0,0,1,1,0
JACKSON HAYNES,6,CIN,8/9/2023,1700,BOU,home,regular,4,1,5,1,0,0,3,0,1
JAKE ROBERTS,71,ATL,9/3/2023,1800,CHI,away,regular,2,1,3,2,0,0,0,1,0
WILLIAM MCDOWELL,92,BOS,10/1/2023,1900,CHO,home,regular,3,3,6,1,2,0,0,0,3
BARRY GAMBLE,14,HOU,4/16/2023,1500,TEX,away,regular,4,2,5,1,2,0,1,1,0
JOHNNY DECKER,67,LAD,5/24/2023,1200,LA,away,regular,1,1,2,1,0,0,0,1,0
RODRIGO CHARLES,99,CHI,10/14/2023,1400,KC,home,postseason,1,1,4,1,0,0,0,0,3
BILLY JORDAN,20,BAL,6/26/2023,1900,BKN,away,regular,4,1,5,1,1,0,2,0,1
MARTIN HART,17,TEX,5/31/2023,1800,SEA,away,regular,3,1,4,1,1,0,1,1,0
BARRY JACKSON,87,MIA,6/3/2023,1900,PIT,home,regular,1,1,4,1,0,0,0,0,3
BILL BREWER,50,OAK,7/23/2023,1800,STL,away,regular,2,1,5,1,1,0,0,0,3
JAKE PAYNE,9,TEX,9/6/2023,1200,CLE,away,regular,1,1,4,1,0,0,0,1,2
THOMAS VANG,23,MIL,9/9/2023,1800,AZ,away,regular,3,3,6,1,2,0,0,0,3
GARY HAWKINS,54,CWS,4/1/2023,1300,AZ,home,regular,1,1,2,1,0,0,0,1,0
RODRIGO GRANT,84,BAL,4/18/2023,1200,ATL,away,regular,1,1,3,1,0,0,0,0,2
WILL WEBER,64,KC,4/15/2023,1300,ATL,home,regular,1,1,4,1,0,0,0,1,2
BOB GEORGE,26,CHI,8/15/2023,1400,MIA,home,regular,1,1,1,1,0,0,0,0,0
JAKE HENSON,35,MIL,8/2/2023,1300,STL,home,regular,0,0,2,0,0,0,0,0,2
WALKER RICH,43,SF,9/17/2023,1600,SD,home,regular,1,1,5,1,0,0,0,1,3
JACOB MCCLAIN,96,PHI,7/5/2023,1900,CIN,away,regular,1,1,4,0,0,0,1,0,3
THOMAS KRUEGER,3,PHP,4/8/2023,1300,CHI,home,regular,1,1,2,1,0,0,0,0,1
WILL ZAVALA,43,BOR,4/18/2023,2000,MIL,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR DUNLAP,76,SF,8/14/2023,1500,COL,home,regular,2,2,5,1,0,1,0,1,2
JOHNNY RIVERS,31,PHI,8/6/2023,1400,OAK,home,regular,3,2,4,1,1,1,0,0,1
JAMES GRIFFITH,49,NYM,4/11/2023,1400,LA,home,regular,1,1,2,1,0,0,0,1,0
TJ DALTON,20,SD,6/30/2023,1900,BSN,away,regular,0,0,4,0,0,0,0,1,3
TJ MERCADO,81,SLC,6/7/2023,1200,TB,away,regular,0,0,0,0,0,0,0,0,0
BILL HARPER,36,MIL,6/14/2023,1600,BSN,home,regular,0,0,3,0,0,0,0,1,2
JACKSON PONCE,89,MTL,8/21/2023,1300,COL,away,regular,0,0,3,0,0,0,0,0,3
BOB WELCH,81,BAL,7/10/2023,1300,MIL,away,regular,2,2,3,2,0,0,0,0,1
RODRIGO HARRIS,90,BKN,6/1/2023,1900,BOS,away,regular,2,1,3,1,0,0,1,0,1
ADAM MARQUEZ,22,OAK,4/16/2023,1400,NY,away,regular,0,0,3,0,0,0,0,0,3
THOMAS FARLEY,33,TOR,6/9/2023,1900,PHB,home,regular,1,1,1,1,0,0,0,0,0
BOB KIM,20,TOR,6/25/2023,2000,ANA,home,regular,1,1,4,1,0,0,0,1,2
TJ GOODWIN,44,NY,4/24/2023,1700,BAL,away,regular,2,2,2,2,0,0,0,0,0
JACKSON KING,18,BOS,5/19/2023,1200,BOS,home,regular,1,1,2,1,0,0,0,0,1
THOMAS HAAS,86,SF,9/21/2023,1500,COL,home,regular,1,1,1,1,0,0,0,0,0
BILLY PARK,51,NYG,6/26/2023,1700,SLB,away,regular,2,1,3,1,0,0,1,0,1
BILL CASTILLO,97,COL,5/3/2023,1800,TB,home,regular,1,1,3,1,0,0,0,0,2
JACKSON KRAMER,74,PIT,5/8/2023,1200,CWS,home,regular,1,1,3,1,0,0,0,0,2
THOMAS BRIGHT,86,TB,9/25/2023,1400,SF,home,regular,1,1,1,1,0,0,0,0,0
JACOB HURST,2,CHO,7/7/2023,2000,BSN,away,regular,1,1,4,1,0,0,0,0,3
WILLIAM MCCULLOUGH,6,FLA,9/1/2023,2000,KC,away,regular,1,1,4,1,0,0,0,0,3
JAMES EDWARDS,45,BOD,7/25/2023,1500,PHP,away,regular,2,1,4,1,1,0,0,1,1
MARTIN GREEN,72,BOR,8/8/2023,2000,CHO,away,regular,2,1,4,2,0,0,0,0,2
THOMAS KIRK,77,SD,7/22/2023,1600,WSH,home,regular,1,1,3,1,0,0,0,1,1
BILLY POOLE,87,COL,7/11/2023,1700,BOU,away,regular,1,1,1,0,1,0,0,0,0
THOMAS ATKINS,6,CWS,9/27/2023,1300,PHP,home,regular,2,2,4,2,0,0,0,0,2
TJ PHAM,65,LAD,7/4/2023,1200,LA,away,regular,2,1,4,1,1,0,0,0,2
GARY WHITNEY,29,BOS,8/12/2023,1300,ATL,home,regular,2,1,5,1,1,0,0,1,2
WALKER TANNER,11,BOD,5/28/2023,1500,NYY,home,regular,2,2,5,1,0,0,1,0,3
MARTIN BURCH,39,ATL,4/25/2023,1700,HOU,away,regular,1,1,4,1,0,0,0,0,3
MARTIN SPARKS,76,NYM,6/19/2023,1900,BKN,home,regular,1,1,1,1,0,0,0,0,0
BILL CHARLES,22,WSH,6/26/2023,1200,ANA,away,regular,1,1,2,1,0,0,0,1,0
JACOB BAXTER,78,SF,4/30/2023,2000,CLE,away,regular,1,1,3,0,1,0,0,0,2
JAKE WILEY,51,MTL,4/7/2023,1900,SD,home,regular,1,1,3,1,0,0,0,0,2
JACOB PATTON,33,BSN,8/16/2023,1800,BAL,home,regular,0,0,1,0,0,0,0,1,0
BOB ACEVEDO,47,BOU,8/2/2023,1700,TOR,away,regular,1,1,3,1,0,0,0,1,1
JOHNNY SIMPSON,77,TEX,9/14/2023,1300,CIN,home,regular,2,1,3,2,0,0,0,0,1
WILLIAM KENT,39,STL,8/10/2023,2000,BOR,home,regular,2,2,2,1,0,0,1,0,0
WALKER CHERRY,72,OAK,10/25/2023,1200,SEA,away,postseason,1,1,2,0,0,0,1,0,1
BOB CONTRERAS,57,MIA,6/8/2023,1700,NYM,home,regular,2,1,5,1,0,0,1,1,2
WALKER MEZA,17,BOD,6/21/2023,1900,MIA,away,regular,1,1,1,1,0,0,0,0,0
ADAM GAY,4,PIT,4/12/2023,1500,NYY,home,regular,1,1,4,1,0,0,0,1,2
TAYLOR WILKERSON,18,HOU,6/7/2023,2000,BOR,home,regular,3,1,5,1,0,0,2,0,2
JOHNNY STAFFORD,26,KC,10/20/2023,2000,SF,away,postseason,1,1,1,1,0,0,0,0,0
WILLIAM SCHROEDER,4,PHB,5/30/2023,1900,PIT,home,regular,2,2,6,2,0,0,0,1,3
JACOB MACDONALD,25,PHI,6/12/2023,1800,NYM,away,regular,3,1,4,1,0,0,2,0,1
MARTIN BENITEZ,23,CLE,4/11/2023,1700,SD,away,regular,2,2,4,1,0,1,0,0,2
BILLY HANCOCK,80,SF,7/15/2023,1900,TEX,home,regular,3,2,4,1,2,0,0,0,1
MARTIN WHEELER,18,NYY,8/11/2023,1600,BOU,away,regular,1,1,3,1,0,0,0,0,2
GARY LUCAS,21,BAL,4/23/2023,1800,MTL,home,regular,1,1,2,1,0,0,0,0,1
ADAM VINCENT,41,KC,5/27/2023,1800,MTL,home,regular,1,1,4,1,0,0,0,0,3
LARRY HO,66,PIT,9/12/2023,1600,CAL,home,regular,1,1,1,1,0,0,0,0,0
TJ JORDAN,22,NYY,9/21/2023,1200,CHI,home,regular,1,1,4,1,0,0,0,1,2
GARY BELL,42,PIT,5/30/2023,1500,MIL,home,regular,1,1,3,1,0,0,0,0,2
BILLY MEADOWS,60,TOR,6/1/2023,1400,STL,away,regular,1,1,1,1,0,0,0,0,0
JACOB CASTRO,10,PHP,4/23/2023,1700,MIA,away,regular,1,1,1,1,0,0,0,0,0
EVAN FISCHER,35,FLA,6/21/2023,1800,LAD,home,regular,1,1,3,0,0,0,1,0,2
JACOB HOGAN,55,NYG,4/10/2023,1500,CHC,home,regular,1,1,3,1,0,0,0,0,2
WILLIAM BRADSHAW,2,MTL,6/18/2023,1900,AZ,away,regular,2,1,4,2,0,0,0,1,1
TAYLOR GARZA,92,PHA,8/3/2023,1400,NYG,away,regular,2,1,3,1,1,0,0,0,1
THOMAS FINLEY,0,OAK,6/27/2023,1400,BOS,away,regular,2,2,4,1,0,0,1,0,2
ADAM TUCKER,94,PHB,7/5/2023,1900,OAK,home,regular,1,1,2,1,0,0,0,0,1
WILL THOMAS,1,HOU,8/22/2023,1500,HOU,away,regular,2,1,3,1,0,0,1,0,1
TJ CAMACHO,2,SLC,10/7/2023,1700,BKN,away,postseason,1,1,2,1,0,0,0,0,1
JOHNNY RITTER,53,BOA,9/3/2023,1900,BOR,home,regular,2,1,2,2,0,0,0,0,0
TJ WOLF,14,PHI,8/17/2023,2000,CLE,home,regular,3,2,4,1,0,0,2,0,1
BOB SHANNON,25,SLC,10/28/2023,1500,SD,away,postseason,1,1,4,1,0,0,0,1,2
RODRIGO NOBLE,93,PHP,10/8/2023,1300,LAA,home,postseason,1,1,1,1,0,0,0,0,0
BILL DALTON,18,MTL,8/4/2023,1200,NYG,away,regular,3,3,3,1,1,1,0,0,0
EVAN PENNINGTON,27,PHA,10/6/2023,1800,BOR,home,postseason,1,1,4,1,0,0,0,0,3
THOMAS MORAN,19,SLC,8/1/2023,1600,PHP,home,regular,1,1,5,1,0,0,0,1,3
EVAN LEVINE,25,CLE,4/9/2023,1500,SD,away,regular,2,1,4,1,1,0,0,0,2
WILLIAM PROCTOR,52,CHI,8/24/2023,1700,OAK,away,regular,0,0,3,0,0,0,0,0,3
JACKSON VALENCIA,75,COL,9/9/2023,1900,COL,away,regular,2,2,2,2,0,0,0,0,0
TAYLOR SIMS,21,OAK,4/12/2023,1900,BKN,home,regular,1,1,1,1,0,0,0,0,0
LARRY EWING,81,PHP,5/4/2023,1900,LAD,away,regular,1,1,2,1,0,0,0,1,0
WALKER PENNINGTON,54,PHA,10/12/2023,1500,NYM,away,postseason,1,1,1,0,0,1,0,0,0
JACOB HORN,30,NY,10/7/2023,1600,PHB,home,postseason,1,1,1,1,0,0,0,0,0
BOB BLACKWELL,23,MIL,5/8/2023,1500,MIL,away,regular,1,1,3,1,0,0,0,0,2
MARTIN ROBBINS,28,LAA,9/21/2023,1200,FLA,home,regular,1,1,2,1,0,0,0,0,1
GARY DAVIES,88,NYG,7/14/2023,1700,FLA,home,regular,1,1,2,1,0,0,0,0,1
JAKE MCMILLAN,90,NYY,4/22/2023,1200,PHA,away,regular,2,1,5,2,0,0,0,1,2
EVAN ORR,8,CHO,10/10/2023,1700,SF,home,postseason,1,1,4,1,0,0,0,0,3
JACOB COFFEY,78,NY,7/14/2023,1400,PHB,away,regular,0,0,1,0,0,0,0,0,1
TAYLOR WALTON,54,SD,9/2/2023,1800,OAK,away,regular,1,1,3,1,0,0,0,0,2
LARRY RITTER,15,BOD,6/30/2023,2000,WSH,home,regular,2,2,4,1,1,0,0,0,2
BILLY LANDRY,32,NYM,6/16/2023,1600,NYY,home,regular,1,1,1,1,0,0,0,0,0
TJ AGUIRRE,83,CAL,10/19/2023,1200,SEA,away,postseason,1,1,3,1,0,0,0,1,1
WALKER MATA,74,SD,9/23/2023,1300,MTL,away,regular,2,1,5,2,0,0,0,0,3
TJ VALENZUELA,64,SEA,9/4/2023,1600,PHI,home,regular,2,1,3,1,1,0,0,0,1
JACOB WRIGHT,1,PHA,9/2/2023,1900,BSN,home,regular,1,1,1,1,0,0,0,0,0
WALKER CAIN,51,TOR,8/8/2023,1300,TOR,away,regular,1,1,2,0,0,0,1,0,1
THOMAS RAYMOND,76,ATL,4/27/2023,1900,TEX,home,regular,1,1,4,1,0,0,0,1,2
GARY BRIDGES,67,COL,8/14/2023,1700,WSH,away,regular,1,1,3,1,0,0,0,1,1
WALKER BOYLE,18,PHP,5/22/2023,1600,NY,away,regular,1,1,2,1,0,0,0,0,1
BILLY BRADSHAW,55,TOR,10/2/2023,1200,TEX,away,postseason,0,0,0,0,0,0,0,0,0
GARY MCKINNEY,68,CAL,5/1/2023,1200,NYH,away,regular,1,1,3,1,0,0,0,0,2
JAMES BOWEN,98,CWS,5/27/2023,1800,SEA,home,regular,2,2,5,1,0,1,0,0,3
WALKER MCPHERSON,57,NYG,6/14/2023,1800,NYM,home,regular,1,1,2,1,0,0,0,0,1
RODRIGO HOBBS,65,DET,10/9/2023,1600,COL,away,postseason,0,0,2,0,0,0,0,1,1
BARRY WILSON,34,BAL,8/29/2023,1400,MIA,home,regular,1,1,1,1,0,0,0,0,0
EVAN PINEDA,64,MIN,10/24/2023,1600,LA,home,postseason,2,2,5,2,0,0,0,1,2
RODRIGO VELAZQUEZ,74,CIN,10/23/2023,1400,MTL,home,postseason,1,1,5,1,0,0,0,1,3
LARRY PEREZ,68,CLE,6/14/2023,1600,HOU,away,regular,1,1,2,1,0,0,0,0,1
JACKSON WALKER,3,TEX,10/20/2023,1700,FLA,away,postseason,0,0,3,0,0,0,0,0,3
WALKER HICKMAN,22,OAK,7/18/2023,1500,CIN,away,regular,1,1,4,1,0,0,0,0,3
WILL MURRAY,40,PHP,8/30/2023,1300,NYY,home,regular,1,1,3,1,0,0,0,0,2
JAMES LOVE,12,SLB,7/24/2023,1800,SF,away,regular,3,2,5,1,0,0,2,0,2
TJ MCGUIRE,74,CWS,8/8/2023,1200,CHI,away,regular,1,1,1,1,0,0,0,0,0
JACKSON BERG,10,BOA,6/27/2023,1800,MIL,home,regular,1,1,1,1,0,0,0,0,0
RODRIGO HARDING,37,BAL,6/11/2023,1400,CAL,away,regular,1,1,3,1,0,0,0,1,1
BILL DOUGHERTY,59,HOU,10/22/2023,1700,BKN,home,postseason,1,1,4,1,0,0,0,0,3
EVAN HIGGINS,13,BOA,7/16/2023,1300,BOA,home,regular,1,1,1,1,0,0,0,0,0
JOHNNY GARDNER,67,LAA,4/11/2023,1300,LAA,away,regular,1,1,2,1,0,0,0,1,0
LARRY RIVAS,50,AZ,10/21/2023,1400,BOU,home,postseason,2,2,2,2,0,0,0,0,0
